pair,date,high,low,open,close,volume
USDT_BTC,1622548800,100.25715535286184,95.24429758521875,97.21691385616536,98.04455248906605,122194005
USDT_BTC,1622545200,100.14539140353168,95.13812183335509,97.80039868547756,97.51905775024518,90812462.85
USDT_BTC,1622541600,102.14544777254062,97.03817538391358,100.17385497805388,99.65402450071531,101992700.9
USDT_BTC,1622538000,101.46852068566572,96.39509465138244,98.46475726247243,98.67928534694454,98565251.35
USDT_BTC,1622534400,99.9475039278885,94.95012873149408,97.6087438715426,98.15672788517786,210515123.7
USDT_BTC,1622530800,101.37594354908224,96.30714637162812,98.82061448829391,99.17416226543362,100313042.7
USDT_BTC,1622527200,101.03936633391137,95.9873980172158,98.02717465724535,98.50322780908493,111290611.2
USDT_BTC,1622523600,101.4966363769698,96.42180455812131,98.33402192920734,99.29885286853991,96537837.28
USDT_BTC,1622520000,102.74673488908053,97.6093981446265,101.05285377146625,100.19996518572533,64976976.77
USDT_BTC,1622516400,96.48720507753538,91.6628448236586,95.07108616715757,93.5212113637701,116905766.8
USDT_BTC,1622512800,101.12427091150042,96.0680573659254,98.44696235391848,98.6053772676766,113551230.2
USDT_BTC,1622509200,101.23790668127155,96.17601134720798,98.33935628197516,97.84267652292361,118173642.8
USDT_BTC,1622505600,98.46435804895246,93.54114014650483,96.26525454877027,95.596446099108,196926607.5
USDT_BTC,1622502000,103.37467912669423,98.20594517035951,100.99099985266842,100.94780158915582,98660484.55
USDT_BTC,1622498400,104.23536708043311,99.02359872641145,101.30958633887654,101.17106482351885,86091105.8
USDT_BTC,1622494800,101.24523930808195,96.18297734267784,99.37747919545359,98.90611179368602,54590957.95
USDT_BTC,1622491200,103.1929363090093,98.03328949355883,100.35317118086462,101.71603651844926,62422937.08
USDT_BTC,1622487600,102.99086746123058,97.84132408816905,100.54886751079735,99.18874416719986,72040569.56
USDT_BTC,1622484000,104.39209642291013,99.17249160176462,102.23347698399998,101.09656126105787,70542843.95
USDT_BTC,1622480400,99.2092846701431,94.24882043663595,97.11360823902436,96.42988861328573,147660645
USDT_BTC,1622476800,100.1899110012886,95.18041545122418,97.11769030004007,97.23262993650027,234665903
USDT_BTC,1622473200,105.26214917206906,99.9990417134656,103.18544023921979,103.51428326419153,153858395.1
USDT_BTC,1622469600,100.57380939501061,95.54511892526008,97.74088411913316,98.66241427501572,158281846.4
USDT_BTC,1622466000,101.25561952471557,96.19283854847978,98.2687826572003,98.72795799333052,185178921.1
USDT_BTC,1622462400,102.80631859671962,97.66600266688363,99.84566458129503,99.32154559982817,186290637
USDT_BTC,1622458800,103.60535545731948,98.4250876844535,101.46628151005584,101.73251535834896,190891250.1
USDT_BTC,1622455200,103.42413872549969,98.2529317892247,101.27353673928138,101.43739135308445,320451182.7
USDT_BTC,1622451600,103.0777894152618,97.92389994449871,100.71500761729246,100.96020887708077,157177579.6
USDT_BTC,1622448000,97.94372059062052,93.04653456108949,95.85103795732157,94.84470013323408,168933078.3
USDT_BTC,1622444400,102.02448733428284,96.92326296756869,99.69851146359807,100.09043724236362,213849731.4
USDT_BTC,1622440800,101.38918019546061,96.31972118568757,98.9256410553557,99.18361573636399,137432996.9
USDT_BTC,1622437200,98.6519527146171,93.71935507888624,95.87786440640036,96.60569722035494,121336201.3
USDT_BTC,1622433600,102.4173342360754,97.29646752427163,99.69404787038965,99.6571402250931,92043491.16
USDT_BTC,1622430000,101.6566401684438,96.5738081600216,98.93007320047978,99.60746318514813,118597529.7
USDT_BTC,1622426400,99.833935690011,94.84223890551044,98.45829737149953,97.84463516058068,133842135.9
USDT_BTC,1622422800,100.83027330657569,95.7887596412469,98.24353590246093,98.22549183714739,121477337.4
USDT_BTC,1622419200,98.57217269916968,93.64356406421119,95.16786886691764,95.55964157926286,119729973.9
USDT_BTC,1622415600,99.75783712622179,94.76994526991069,97.70050126501441,96.82382727503891,57169174.33
USDT_BTC,1622412000,99.65887865459052,94.675934721861,96.74400006138397,96.90350869297147,61845441.63
USDT_BTC,1622408400,94.5618849239199,89.83379067772391,92.55686468563027,92.1947993372218,55731642.82
USDT_BTC,1622404800,102.82528825460335,97.68402384187318,100.94391912949597,100.75990918927836,103664608.3
USDT_BTC,1622401200,95.26355076820664,90.50037322979631,94.11959794305238,93.11516434451266,58120993.68
USDT_BTC,1622397600,98.6538025115441,93.72111238596689,95.74822903054557,95.96291834578263,107074483
USDT_BTC,1622394000,95.07758743335712,90.32370806168926,92.29366309622742,92.53987045087796,78456527.12
USDT_BTC,1622390400,88.44992727884559,84.0274309149033,85.72707447790587,86.54152531365972,105816196.1
USDT_BTC,1622386800,91.29939907321642,86.7344291195556,89.72910036937107,89.44748456651818,78381085.58
USDT_BTC,1622383200,95.09207283566548,90.3374691938822,92.3044070738033,92.82569572865195,111352590.4
USDT_BTC,1622379600,92.25099534688708,87.63844557954272,89.68415926287823,89.53840832317447,100905892
USDT_BTC,1622376000,92.28760280712352,87.67322266676734,89.84657130551349,89.36724445335449,173937486.5
USDT_BTC,1622372400,93.36091058383465,88.69286505464292,90.39324841989752,90.88947064655702,145323843.4
USDT_BTC,1622368800,90.62567887646382,86.09439493264063,88.13105305920408,88.05082750851628,98745851.24
USDT_BTC,1622365200,88.83680878632674,84.3949683470104,86.7483741651246,87.17084795675864,76117938.65
USDT_BTC,1622361600,88.88796203765574,84.44356393577294,86.13849966725184,86.56030678904811,118728731.2
USDT_BTC,1622358000,92.59122605432543,87.96166475160916,90.50353966496276,89.90198780918665,146548011.3
USDT_BTC,1622354400,87.88993397027176,83.49543727175816,85.11143276798627,86.4853208267327,166608363.9
USDT_BTC,1622350800,85.94711580776271,81.64976001737458,84.29030326559214,83.68654982129611,145924860.6
USDT_BTC,1622347200,91.25254306349277,86.68991591031812,89.02317353451885,88.80943423057568,125181274.2
USDT_BTC,1622343600,88.31473831249765,83.89900139687276,86.30788602618505,86.43098352085359,101174774.5
USDT_BTC,1622340000,85.54539709435086,81.26812723963332,83.45927970302542,83.16623227203112,89074825.43
USDT_BTC,1622336400,83.06784102158194,78.91444897050285,81.36192426357978,81.14976029402112,91097967.23
USDT_BTC,1622332800,86.78222463898304,82.44311340703388,84.43453272078919,84.72911809003239,205012385.1
USDT_BTC,1622329200,80.92037552083308,76.87435674479141,78.87960814835195,78.99256979384776,131158843.1
USDT_BTC,1622325600,83.26166081601968,79.0985777752187,80.74561031166066,81.97705132488743,83879883.12
USDT_BTC,1622322000,83.01273873798306,78.8621018010839,80.74128284306423,80.79185804589946,114348571.5
USDT_BTC,1622318400,80.37391940727619,76.35522343691238,78.68260871520827,78.74058676516638,158829092.6
USDT_BTC,1622314800,79.34998470192743,75.38248546683106,76.87870518007958,77.04309821510284,140430109.2
USDT_BTC,1622311200,76.02563987063105,72.2243578770995,74.33732742408905,74.2660274769078,185151195.2
USDT_BTC,1622307600,74.68035378259353,70.94633609346384,72.71953651674568,72.83896121054104,205825824.2
USDT_BTC,1622304000,74.45277440123351,70.73013568117183,72.27924282277948,72.48508964844622,214037791.7
USDT_BTC,1622300400,73.59371757029116,69.9140316917766,71.33930918134614,71.7274398364705,330081680
USDT_BTC,1622296800,73.58689521595338,69.9075504551557,72.16945558348068,71.45610134618369,215487178.6
USDT_BTC,1622293200,68.00430498567694,64.60408973639309,66.61982804343435,66.54720783583127,274765199.4
USDT_BTC,1622289600,73.0322335368301,69.3806218599886,70.63664116274244,71.56471745631444,173866115.8
USDT_BTC,1622286000,68.64290052179881,65.21075549570887,67.16163870406444,67.69334936714841,216141324.8
USDT_BTC,1622282400,71.25043488519897,67.68791314093902,70.1476185231419,69.33782519496296,117187091.3
USDT_BTC,1622278800,65.45133539232933,62.17876862271286,64.05487689601111,63.557709418778046,227642392.5
USDT_BTC,1622275200,63.14521876608042,59.9879578277764,61.561569563113814,61.017925524425316,125944953.2
USDT_BTC,1622271600,70.91455115653771,67.36882359871082,69.68602549890895,69.26680696467422,126533997.5
USDT_BTC,1622268000,64.82551567254741,61.58423988892004,63.2317735837652,62.99984284979436,107203274.3
USDT_BTC,1622264400,60.77801822992265,57.739117318426516,59.303709684898564,59.58085768974068,186107916.1
USDT_BTC,1622260800,62.554134076358125,59.42642737254022,61.02590310011409,61.30142834297999,125984686.7
USDT_BTC,1622257200,59.86738291095561,56.87401376540783,58.15767333616382,58.58384698319124,100231637.7
USDT_BTC,1622253600,63.17868112967661,60.019747073192775,61.58567546048554,61.42069304086005,134320529
USDT_BTC,1622250000,58.49841230615154,55.573491690843966,57.26380845857415,56.95622160182809,111228863.9
USDT_BTC,1622246400,55.85303099151007,53.060379441934565,54.48949679785863,55.16474656505522,143455184
USDT_BTC,1622242800,58.24232217510715,55.330206066351785,56.93550440067652,56.34048600953322,129674041.6
USDT_BTC,1622239200,54.495277162774364,51.77051330463564,53.049948296593264,53.45382883633602,183745768.8
USDT_BTC,1622235600,59.09168731943189,56.13710295346029,57.36837147266908,57.85804600639359,248149599.7
USDT_BTC,1622232000,50.89209120364555,48.34748664346327,50.022798115664855,49.54360588054365,209437195.5
USDT_BTC,1622228400,52.13037818670955,49.52385927737407,51.60570031049011,51.089559278229096,189112516.1
USDT_BTC,1622224800,53.4176174757906,50.746736602001064,52.47311063998554,52.49189342196259,157052322.4
